ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006814	sodium ion transport	1/90	52/6656	0.5086835917906919	0.6809617201101906	0.6310039878233138	CAMK2D	1
GO:0006836	neurotransmitter transport	1/90	52/6656	0.5086835917906919	0.6809617201101906	0.6310039878233138	MEF2C	1
GO:0031341	regulation of cell killing	1/90	52/6656	0.5086835917906919	0.6809617201101906	0.6310039878233138	FCER2	1
GO:0032612	interleukin-1 production	1/90	52/6656	0.5086835917906919	0.6809617201101906	0.6310039878233138	IGHD	1
GO:0032652	regulation of interleukin-1 production	1/90	52/6656	0.5086835917906919	0.6809617201101906	0.6310039878233138	IGHD	1
GO:0050796	regulation of insulin secretion	1/90	52/6656	0.5086835917906919	0.6809617201101906	0.6310039878233138	BLK	1
GO:0071326	cellular response to monosaccharide stimulus	1/90	52/6656	0.5086835917906919	0.6809617201101906	0.6310039878233138	RACK1	1
GO:0071331	cellular response to hexose stimulus	1/90	52/6656	0.5086835917906919	0.6809617201101906	0.6310039878233138	RACK1	1
GO:0071333	cellular response to glucose stimulus	1/90	52/6656	0.5086835917906919	0.6809617201101906	0.6310039878233138	RACK1	1
GO:0071347	cellular response to interleukin-1	1/90	52/6656	0.5086835917906919	0.6809617201101906	0.6310039878233138	KLF2	1
GO:0071621	granulocyte chemotaxis	1/90	52/6656	0.5086835917906919	0.6809617201101906	0.6310039878233138	PIKFYVE	1
GO:0001890	placenta development	1/90	53/6656	0.5153793029867607	0.6853677450552723	0.6350867713758838	STK4	1
GO:0006278	RNA-templated DNA biosynthetic process	1/90	53/6656	0.5153793029867607	0.6853677450552723	0.6350867713758838	NAF1	1
GO:0007004	telomere maintenance via telomerase	1/90	53/6656	0.5153793029867607	0.6853677450552723	0.6350867713758838	NAF1	1
GO:0030004	cellular monovalent inorganic cation homeostasis	1/90	53/6656	0.5153793029867607	0.6853677450552723	0.6350867713758838	BCL2	1
GO:0032206	positive regulation of telomere maintenance	1/90	53/6656	0.5153793029867607	0.6853677450552723	0.6350867713758838	NAF1	1
GO:0032273	positive regulation of protein polymerization	1/90	53/6656	0.5153793029867607	0.6853677450552723	0.6350867713758838	VASP	1
GO:0045598	regulation of fat cell differentiation	1/90	53/6656	0.5153793029867607	0.6853677450552723	0.6350867713758838	STK4	1
GO:0046661	male sex differentiation	1/90	53/6656	0.5153793029867607	0.6853677450552723	0.6350867713758838	BCL2	1
GO:0051338	regulation of transferase activity	6/90	424/6656	0.5153938241653477	0.6853677450552723	0.6350867713758838	CD19/STK4/MEF2C/RACK1/NAF1/EIF4A2	6
GO:0045732	positive regulation of protein catabolic process	2/90	127/6656	0.5157038038147125	0.6853677450552723	0.6350867713758838	RACK1/STX5	2
GO:0006605	protein targeting	3/90	202/6656	0.517946494519643	0.6873542649293168	0.6369275532075109	LAPTM5/PIKFYVE/VPS37B	3
GO:0007015	actin filament organization	3/90	202/6656	0.517946494519643	0.6873542649293168	0.6369275532075109	RHOH/VASP/BCL2	3
GO:0048511	rhythmic process	2/90	128/6656	0.5199263661925038	0.6892298830826199	0.6386655694563191	JUND/RACK1	2
GO:0051098	regulation of binding	3/90	203/6656	0.5212984076919728	0.6892298830826199	0.6386655694563191	STK4/RACK1/BLK	3
GO:0007266	Rho protein signal transduction	1/90	54/6656	0.5219847645544107	0.6892298830826199	0.6386655694563191	GPR18	1
GO:0050807	regulation of synapse organization	1/90	54/6656	0.5219847645544107	0.6892298830826199	0.6386655694563191	MEF2C	1
GO:0055001	muscle cell development	1/90	54/6656	0.5219847645544107	0.6892298830826199	0.6386655694563191	BCL2	1
GO:0090596	sensory organ morphogenesis	1/90	54/6656	0.5219847645544107	0.6892298830826199	0.6386655694563191	BCL2	1
GO:1902106	negative regulation of leukocyte differentiation	1/90	54/6656	0.5219847645544107	0.6892298830826199	0.6386655694563191	IL4R	1
GO:0048193	Golgi vesicle transport	3/90	205/6656	0.5279652453800145	0.692856753097617	0.642026359608238	LAPTM5/RACK1/STX5	3
GO:0007162	negative regulation of cell adhesion	2/90	130/6656	0.5282990007833188	0.692856753097617	0.642026359608238	IL4R/LAPTM5	2
GO:0001505	regulation of neurotransmitter levels	1/90	55/6656	0.5285011794574859	0.692856753097617	0.642026359608238	MEF2C	1
GO:0008203	cholesterol metabolic process	1/90	55/6656	0.5285011794574859	0.692856753097617	0.642026359608238	IDI1	1
GO:0022406	membrane docking	1/90	55/6656	0.5285011794574859	0.692856753097617	0.642026359608238	STX5	1
GO:0030168	platelet activation	1/90	55/6656	0.5285011794574859	0.692856753097617	0.642026359608238	BLK	1
GO:0031507	heterochromatin formation	1/90	55/6656	0.5285011794574859	0.692856753097617	0.642026359608238	SMCHD1	1
GO:0046165	alcohol biosynthetic process	1/90	55/6656	0.5285011794574859	0.692856753097617	0.642026359608238	IDI1	1
GO:0048167	regulation of synaptic plasticity	1/90	55/6656	0.5285011794574859	0.692856753097617	0.642026359608238	MEF2C	1
GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	1/90	55/6656	0.5285011794574859	0.692856753097617	0.642026359608238	BCL2	1
GO:0045862	positive regulation of proteolysis	3/90	206/6656	0.5312799246278586	0.6960032084575938	0.6449419800036578	LAPTM5/EIF2AK3/RACK1	3
GO:0010608	post-transcriptional regulation of gene expression	5/90	357/6656	0.533806990757468	0.6973055691996862	0.64614879500893	BANK1/EIF2AK3/RACK1/NAF1/EIF4A2	5
GO:0048666	neuron development	5/90	357/6656	0.533806990757468	0.6973055691996862	0.64614879500893	RHOH/VASP/MEF2C/BLK/BCL2	5
GO:0010833	telomere maintenance via telomere lengthening	1/90	56/6656	0.5349297348049824	0.6973055691996862	0.64614879500893	NAF1	1
GO:0031623	receptor internalization	1/90	56/6656	0.5349297348049824	0.6973055691996862	0.64614879500893	ANKRD13A	1
GO:0050803	regulation of synapse structure or activity	1/90	56/6656	0.5349297348049824	0.6973055691996862	0.64614879500893	MEF2C	1
GO:1900182	positive regulation of protein localization to nucleus	1/90	56/6656	0.5349297348049824	0.6973055691996862	0.64614879500893	EIF2AK3	1
GO:1903707	negative regulation of hemopoiesis	1/90	56/6656	0.5349297348049824	0.6973055691996862	0.64614879500893	IL4R	1
GO:0007033	vacuole organization	2/90	133/6656	0.5406749555001085	0.7015918226953072	0.6501205939642674	LAPTM5/PIKFYVE	2
GO:0009991	response to extracellular stimulus	3/90	209/6656	0.5411476010653556	0.7015918226953072	0.6501205939642674	ATP2B1/EIF2AK3/BCL2	3
GO:0001101	response to acid chemical	1/90	57/6656	0.5412716020576418	0.7015918226953072	0.6501205939642674	KLF2	1
GO:0002688	regulation of leukocyte chemotaxis	1/90	57/6656	0.5412716020576418	0.7015918226953072	0.6501205939642674	GPR18	1
GO:0045069	regulation of viral genome replication	1/90	57/6656	0.5412716020576418	0.7015918226953072	0.6501205939642674	BCL2	1
GO:0090276	regulation of peptide hormone secretion	1/90	57/6656	0.5412716020576418	0.7015918226953072	0.6501205939642674	BLK	1
GO:0098739	import across plasma membrane	1/90	57/6656	0.5412716020576418	0.7015918226953072	0.6501205939642674	MS4A1	1
GO:1903076	regulation of protein localization to plasma membrane	1/90	57/6656	0.5412716020576418	0.7015918226953072	0.6501205939642674	RACK1	1
GO:0002791	regulation of peptide secretion	1/90	58/6656	0.5475279372318822	0.7043985964886491	0.652721453020236	BLK	1
GO:0030177	positive regulation of Wnt signaling pathway	1/90	58/6656	0.5475279372318822	0.7043985964886491	0.652721453020236	USP8	1
GO:0031060	regulation of histone methylation	1/90	58/6656	0.5475279372318822	0.7043985964886491	0.652721453020236	PAX5	1
GO:0033077	T cell differentiation in thymus	1/90	58/6656	0.5475279372318822	0.7043985964886491	0.652721453020236	BCL2	1
GO:0043534	blood vessel endothelial cell migration	1/90	58/6656	0.5475279372318822	0.7043985964886491	0.652721453020236	MEF2C	1
GO:0051224	negative regulation of protein transport	1/90	58/6656	0.5475279372318822	0.7043985964886491	0.652721453020236	RAB11FIP1	1
GO:0106106	cold-induced thermogenesis	1/90	58/6656	0.5475279372318822	0.7043985964886491	0.652721453020236	IL4R	1
GO:0120161	regulation of cold-induced thermogenesis	1/90	58/6656	0.5475279372318822	0.7043985964886491	0.652721453020236	IL4R	1
GO:1901888	regulation of cell junction assembly	1/90	58/6656	0.5475279372318822	0.7043985964886491	0.652721453020236	MEF2C	1
GO:1903531	negative regulation of secretion by cell	1/90	58/6656	0.5475279372318822	0.7043985964886491	0.652721453020236	RAB11FIP1	1
GO:0001666	response to hypoxia	2/90	135/6656	0.5488023885591651	0.7043985964886491	0.652721453020236	JUND/BCL2	2
GO:0006479	protein methylation	2/90	135/6656	0.5488023885591651	0.7043985964886491	0.652721453020236	PAX5/METTL21A	2
GO:0008213	protein alkylation	2/90	135/6656	0.5488023885591651	0.7043985964886491	0.652721453020236	PAX5/METTL21A	2
GO:0071216	cellular response to biotic stimulus	2/90	135/6656	0.5488023885591651	0.7043985964886491	0.652721453020236	EIF2AK3/MEF2C	2
GO:0006417	regulation of translation	4/90	288/6656	0.5507555491996543	0.7064122117438693	0.654587342421156	BANK1/EIF2AK3/RACK1/EIF4A2	4
GO:0007029	endoplasmic reticulum organization	1/90	59/6656	0.5536998811011049	0.7067363760165492	0.6548877248695817	EIF2AK3	1
GO:0009913	epidermal cell differentiation	1/90	59/6656	0.5536998811011049	0.7067363760165492	0.6548877248695817	STK4	1
GO:0035304	regulation of protein dephosphorylation	1/90	59/6656	0.5536998811011049	0.7067363760165492	0.6548877248695817	MGAT5	1
GO:0048660	regulation of smooth muscle cell proliferation	1/90	59/6656	0.5536998811011049	0.7067363760165492	0.6548877248695817	MEF2C	1
GO:0048771	tissue remodeling	1/90	59/6656	0.5536998811011049	0.7067363760165492	0.6548877248695817	MEF2C	1
GO:0070828	heterochromatin organization	1/90	59/6656	0.5536998811011049	0.7067363760165492	0.6548877248695817	SMCHD1	1
GO:0090087	regulation of peptide transport	1/90	59/6656	0.5536998811011049	0.7067363760165492	0.6548877248695817	BLK	1
GO:0030855	epithelial cell differentiation	3/90	213/6656	0.554122260011542	0.7067846730750965	0.6549324786870776	KLF2/STK4/MEF2C	3
GO:0032990	cell part morphogenesis	3/90	214/6656	0.5573327019235059	0.7103866200661608	0.6582701742552248	RHOH/VASP/BCL2	3
GO:0016125	sterol metabolic process	1/90	60/6656	0.55978855939440475	0.7120355516726061	0.6597981344747018	IDI1	1
GO:0071322	cellular response to carbohydrate stimulus	1/90	60/6656	0.55978855939440475	0.7120355516726061	0.6597981344747018	RACK1	1
GO:1904950	negative regulation of establishment of protein localization	1/90	60/6656	0.55978855939440475	0.7120355516726061	0.6597981344747018	RAB11FIP1	1
GO:0060429	epithelium development	5/90	369/6656	0.5637866310800432	0.7157132570823289	0.6632060305590792	KLF2/STK4/VASP/MEF2C/BCL2	5
GO:0010817	regulation of hormone levels	2/90	139/6656	0.564758539172024	0.7157132570823289	0.6632060305590792	RAB11FIP1/BLK	2
GO:0001678	cellular glucose homeostasis	1/90	61/6656	0.5657950829927225	0.7157132570823289	0.6632060305590792	RACK1	1
GO:0007565	female pregnancy	1/90	61/6656	0.5657950829927225	0.7157132570823289	0.6632060305590792	BCL2	1
GO:0030324	lung development	1/90	61/6656	0.5657950829927225	0.7157132570823289	0.6632060305590792	KLF2	1
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	1/90	61/6656	0.5657950829927225	0.7157132570823289	0.6632060305590792	RACK1	1
GO:0055067	monovalent inorganic cation homeostasis	1/90	61/6656	0.5657950829927225	0.7157132570823289	0.6632060305590792	BCL2	1
GO:1902652	secondary alcohol metabolic process	1/90	61/6656	0.5657950829927225	0.7157132570823289	0.6632060305590792	IDI1	1
GO:0031400	negative regulation of protein modification process	4/90	294/6656	0.5673154394773419	0.7171429007973551	0.664530790613436	PAX5/MGAT5/PARP14/RACK1	4
GO:0043069	negative regulation of programmed cell death	6/90	447/6656	0.5682976890439337	0.717774841153751	0.6651163696161555	ST6GAL1/LAPTM5/FCMR/MEF2C/TSC22D3/BCL2	6
GO:0022604	regulation of cell morphogenesis	2/90	140/6656	0.5686849500333778	0.717774841153751	0.6651163696161555	ST6GAL1/RHOH	2
GO:0006304	DNA modification	1/90	62/6656	0.5717205481224654	0.717774841153751	0.6651163696161555	NEIL1	1
GO:0006694	steroid biosynthetic process	1/90	62/6656	0.5717205481224654	0.717774841153751	0.6651163696161555	IDI1	1
GO:0007369	gastrulation	1/90	62/6656	0.5717205481224654	0.717774841153751	0.6651163696161555	RACK1	1
GO:0044703	multi-organism reproductive process	1/90	62/6656	0.5717205481224654	0.717774841153751	0.6651163696161555	BCL2	1
GO:0045814	negative regulation of gene expression, epigenetic	1/90	62/6656	0.5717205481224654	0.717774841153751	0.6651163696161555	SMCHD1	1
GO:0048659	smooth muscle cell proliferation	1/90	62/6656	0.5717205481224654	0.717774841153751	0.6651163696161555	MEF2C	1
GO:1901222	regulation of NIK/NF-kappaB signaling	1/90	62/6656	0.5717205481224654	0.717774841153751	0.6651163696161555	LAPTM5	1
GO:2000781	positive regulation of double-strand break repair	1/90	62/6656	0.5717205481224654	0.717774841153751	0.6651163696161555	SMCHD1	1
GO:0042176	regulation of protein catabolic process	3/90	219/6656	0.573180969081341	0.7186266174430455	0.6659056566192358	USP8/RACK1/STX5	3
GO:0048514	blood vessel morphogenesis	3/90	219/6656	0.573180969081341	0.7186266174430455	0.6659056566192358	EIF2AK3/KLF2/STK4	3
GO:0006650	glycerophospholipid metabolic process	2/90	142/6656	0.5764622441872511	0.7201942843776908	0.6673583140273202	PIKFYVE/CHPT1	2
GO:0009416	response to light stimulus	2/90	142/6656	0.5764622441872511	0.7201942843776908	0.6673583140273202	JUND/BCL2	2
GO:0036293	response to decreased oxygen levels	2/90	142/6656	0.5764622441872511	0.7201942843776908	0.6673583140273202	JUND/BCL2	2
GO:0006661	phosphatidylinositol biosynthetic process	1/90	63/6656	0.5775660365466356	0.7201942843776908	0.6673583140273202	PIKFYVE	1
GO:0030323	respiratory tube development	1/90	63/6656	0.5775660365466356	0.7201942843776908	0.6673583140273202	KLF2	1
GO:0051048	negative regulation of secretion	1/90	63/6656	0.5775660365466356	0.7201942843776908	0.6673583140273202	RAB11FIP1	1
GO:1904375	regulation of protein localization to cell periphery	1/90	63/6656	0.5775660365466356	0.7201942843776908	0.6673583140273202	RACK1	1
GO:1990845	adaptive thermogenesis	1/90	63/6656	0.5775660365466356	0.7201942843776908	0.6673583140273202	IL4R	1
GO:1901652	response to peptide	3/90	221/6656	0.5794235465208675	0.7220206633934606	0.6690507034938544	ATP2B1/KLF2/JUND	3
GO:1903050	regulation of proteolysis involved in protein catabolic process	2/90	143/6656	0.5803130438564835	0.7226391426884937	0.6696238089857299	LAPTM5/RACK1	2
GO:0032609	interferon-gamma production	1/90	64/6656	0.5833326157534919	0.7249258605509927	0.6717427652319491	LAPTM5	1
GO:0032649	regulation of interferon-gamma production	1/90	64/6656	0.5833326157534919	0.7249258605509927	0.6717427652319491	LAPTM5	1
GO:0061640	cytoskeleton-dependent cytokinesis	1/90	64/6656	0.5833326157534919	0.7249258605509927	0.6717427652319491	USP8	1
GO:0051346	negative regulation of hydrolase activity	2/90	144/6656	0.5841385655823701	0.7254369483381056	0.6722163578323435	NEIL1/MGAT5	2
GO:1902533	positive regulation of intracellular signal transduction	6/90	456/6656	0.5882689457801744	0.7265914237210935	0.6732861368654312	BANK1/LAPTM5/MEF2C/P2RX5/RACK1/GPR18	6
GO:0001659	temperature homeostasis	1/90	65/6656	0.5890213391427799	0.7265914237210935	0.6732861368654312	IL4R	1
GO:0002367	cytokine production involved in immune response	1/90	65/6656	0.5890213391427799	0.7265914237210935	0.6732861368654312	LAPTM5	1
GO:0002718	regulation of cytokine production involved in immune response	1/90	65/6656	0.5890213391427799	0.7265914237210935	0.6732861368654312	LAPTM5	1
GO:0021543	pallium development	1/90	65/6656	0.5890213391427799	0.7265914237210935	0.6732861368654312	PAX5	1
GO:0030073	insulin secretion	1/90	65/6656	0.5890213391427799	0.7265914237210935	0.6732861368654312	BLK	1
GO:0044706	multi-multicellular organism process	1/90	65/6656	0.5890213391427799	0.7265914237210935	0.6732861368654312	BCL2	1
GO:0046434	organophosphate catabolic process	1/90	65/6656	0.5890213391427799	0.7265914237210935	0.6732861368654312	NEIL1	1
GO:0070555	response to interleukin-1	1/90	65/6656	0.5890213391427799	0.7265914237210935	0.6732861368654312	KLF2	1
GO:0071346	cellular response to interferon-gamma	1/90	65/6656	0.5890213391427799	0.7265914237210935	0.6732861368654312	PARP14	1
GO:0002832	negative regulation of response to biotic stimulus	1/90	66/6656	0.5946332462095603	0.7310608070455998	0.6774276306052235	PARP14	1
GO:0008637	apoptotic mitochondrial changes	1/90	66/6656	0.5946332462095603	0.7310608070455998	0.6774276306052235	BCL2	1
GO:0051260	protein homooligomerization	1/90	66/6656	0.5946332462095603	0.7310608070455998	0.6774276306052235	VASP	1
GO:0051302	regulation of cell division	1/90	66/6656	0.5946332462095603	0.7310608070455998	0.6774276306052235	RACK1	1
GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	1/90	66/6656	0.5946332462095603	0.7310608070455998	0.6774276306052235	BCL2	1
GO:0033993	response to lipid	5/90	382/6656	0.5951790053303999	0.7311031267717522	0.6774668456083243	ATP2B1/MEF2C/JUND/USP8/BCL2	5
GO:0031330	negative regulation of cellular catabolic process	2/90	147/6656	0.5954632104337938	0.7311031267717522	0.6774668456083243	NAF1/BCL2	2
GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	1/90	67/6656	0.6001693627256663	0.7354075257931831	0.6814554588702654	FCER2	1
GO:0034243	regulation of transcription elongation by RNA polymerase II	1/90	67/6656	0.6001693627256663	0.7354075257931831	0.6814554588702654	EAF2	1
GO:0042102	positive regulation of T cell proliferation	1/90	67/6656	0.6001693627256663	0.7354075257931831	0.6814554588702654	TNFRSF13C	1
GO:0045936	negative regulation of phosphate metabolic process	3/90	228/6656	0.6008265612526539	0.7357223315005847	0.6817471693304773	MGAT5/PARP14/RACK1	3
GO:0051348	negative regulation of transferase activity	2/90	149/6656	0.6028862113077346	0.7377529003885593	0.6836287685863862	RACK1/EIF4A2	2
GO:0010563	negative regulation of phosphorus metabolic process	3/90	229/6656	0.6038266597840716	0.7384121095696098	0.6842396158774575	MGAT5/PARP14/RACK1	3
GO:0000045	autophagosome assembly	1/90	68/6656	0.6056307009188202	0.7391429138703796	0.684916805819984	PIKFYVE	1
GO:0002708	positive regulation of lymphocyte mediated immunity	1/90	68/6656	0.6056307009188202	0.7391429138703796	0.684916805819984	FCER2	1
GO:0098657	import into cell	1/90	68/6656	0.6056307009188202	0.7391429138703796	0.684916805819984	MS4A1	1
GO:0051640	organelle localization	4/90	309/6656	0.6072416275846657	0.7406171940946354	0.6862829276932135	IL4R/BLK/LAT2/STX5	4
GO:0006470	protein dephosphorylation	2/90	151/6656	0.6102077432090881	0.7427589690712075	0.6882675745703074	MGAT5/BCL2	2
GO:0048732	gland development	2/90	151/6656	0.6102077432090881	0.7427589690712075	0.6882675745703074	EAF2/BCL2	2
GO:0002244	hematopoietic progenitor cell differentiation	1/90	69/6656	0.6110182596494373	0.7427589690712075	0.6882675745703074	BCL2	1
GO:0003007	heart morphogenesis	1/90	69/6656	0.6110182596494373	0.7427589690712075	0.6882675745703074	MEF2C	1
GO:0030010	establishment of cell polarity	1/90	69/6656	0.6110182596494373	0.7427589690712075	0.6882675745703074	RACK1	1
GO:0007259	receptor signaling pathway via JAK-STAT	1/90	70/6656	0.6163330245851519	0.7477360390676628	0.6928795093130282	PARP14	1
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	1/90	70/6656	0.6163330245851519	0.7477360390676628	0.6928795093130282	BCL2	1
GO:0048738	cardiac muscle tissue development	1/90	70/6656	0.6163330245851519	0.7477360390676628	0.6928795093130282	MEF2C	1
GO:0031099	regeneration	1/90	71/6656	0.6215759683730862	0.7535993600723828	0.6983126765918993	BCL2	1
GO:0048878	chemical homeostasis	5/90	394/6656	0.6230545093097541	0.7548905094289629	0.6995091027180929	CD19/ATP2B1/RACK1/BCL2/CAMK2D	5
GO:1903829	positive regulation of protein localization	3/90	236/6656	0.6244177100232521	0.7548905094289629	0.6995091027180929	EIF2AK3/RACK1/BLK	3
GO:0051222	positive regulation of protein transport	2/90	155/6656	0.6245466055510274	0.7548905094289629	0.6995091027180929	RACK1/BLK	2
GO:0030072	peptide hormone secretion	1/90	72/6656	0.6267480508099006	0.7548905094289629	0.6995091027180929	BLK	1
GO:0030307	positive regulation of cell growth	1/90	72/6656	0.6267480508099006	0.7548905094289629	0.6995091027180929	BCL2	1
GO:0030833	regulation of actin filament polymerization	1/90	72/6656	0.6267480508099006	0.7548905094289629	0.6995091027180929	VASP	1
GO:0046488	phosphatidylinositol metabolic process	1/90	72/6656	0.6267480508099006	0.7548905094289629	0.6995091027180929	PIKFYVE	1
GO:0050679	positive regulation of epithelial cell proliferation	1/90	72/6656	0.6267480508099006	0.7548905094289629	0.6995091027180929	POLD4	1
GO:1905037	autophagosome organization	1/90	72/6656	0.6267480508099006	0.7548905094289629	0.6995091027180929	PIKFYVE	1
GO:2000278	regulation of DNA biosynthetic process	1/90	72/6656	0.6267480508099006	0.7548905094289629	0.6995091027180929	NAF1	1
GO:0070482	response to oxygen levels	2/90	157/6656	0.6315642116711884	0.7595426439108732	0.7038199403515223	JUND/BCL2	2
GO:0002821	positive regulation of adaptive immune response	1/90	73/6656	0.6318502190096438	0.7595426439108732	0.7038199403515223	FCER2	1
GO:0016575	histone deacetylation	1/90	73/6656	0.6318502190096438	0.7595426439108732	0.7038199403515223	CAMK2D	1
GO:0034248	regulation of cellular amide metabolic process	4/90	319/6656	0.6326144702329409	0.7599643112994414	0.7042106727464043	BANK1/EIF2AK3/RACK1/EIF4A2	4
GO:0000209	protein polyubiquitination	2/90	158/6656	0.6350351508324423	0.7618763754765202	0.7059824612112765	MARCHF1/BCL2	2
GO:0032496	response to lipopolysaccharide	2/90	158/6656	0.6350351508324423	0.7618763754765202	0.7059824612112765	MEF2C/JUND	2
GO:0002790	peptide secretion	1/90	74/6656	0.6368834075694388	0.7630975900343081	0.7071140831999946	BLK	1
GO:1901796	regulation of signal transduction by p53 class mediator	1/90	74/6656	0.6368834075694388	0.7630975900343081	0.7071140831999946	BCL2	1
GO:0009612	response to mechanical stimulus	1/90	75/6656	0.641848538733029	0.7670465631933078	0.7107733458832667	JUND	1
GO:0009749	response to glucose	1/90	75/6656	0.641848538733029	0.7670465631933078	0.7107733458832667	RACK1	1
GO:0046718	viral entry into host cell	1/90	75/6656	0.641848538733029	0.7670465631933078	0.7107733458832667	PIKFYVE	1
GO:1901800	positive regulation of proteasomal protein catabolic process	1/90	75/6656	0.641848538733029	0.7670465631933078	0.7107733458832667	RACK1	1
GO:0008406	gonad development	1/90	76/6656	0.6467465225522098	0.7708950119656041	0.7143394590002563	BCL2	1
GO:0009746	response to hexose	1/90	76/6656	0.6467465225522098	0.7708950119656041	0.7143394590002563	RACK1	1
GO:0031398	positive regulation of protein ubiquitination	1/90	76/6656	0.6467465225522098	0.7708950119656041	0.7143394590002563	LAPTM5	1
GO:0045137	development of primary sexual characteristics	1/90	76/6656	0.6467465225522098	0.7708950119656041	0.7143394590002563	BCL2	1
GO:0030029	actin filament-based process	4/90	326/6656	0.6497546841147195	0.7735587021127898	0.7168077315265413	RHOH/VASP/BCL2/CAMK2D	4
GO:0051656	establishment of organelle localization	3/90	245/6656	0.6498229793591661	0.7735587021127898	0.7168077315265413	IL4R/BLK/LAT2	3
GO:0003002	regionalization	1/90	77/6656	0.6515782570461763	0.7741440442474933	0.7173501309160095	MEF2C	1
GO:0010594	regulation of endothelial cell migration	1/90	77/6656	0.6515782570461763	0.7741440442474933	0.7173501309160095	MEF2C	1
GO:0014706	striated muscle tissue development	1/90	77/6656	0.6515782570461763	0.7741440442474933	0.7173501309160095	MEF2C	1
GO:0046486	glycerolipid metabolic process	2/90	164/6656	0.6553331205903286	0.7777958909887173	0.7207340654142057	PIKFYVE/CHPT1	2
GO:0007041	lysosomal transport	1/90	78/6656	0.6563446283588141	0.7777958909887173	0.7207340654142057	LAPTM5	1
GO:0008360	regulation of cell shape	1/90	78/6656	0.6563446283588141	0.7777958909887173	0.7207340654142057	RHOH	1
GO:0034341	response to interferon-gamma	1/90	78/6656	0.6563446283588141	0.7777958909887173	0.7207340654142057	PARP14	1
GO:0032956	regulation of actin cytoskeleton organization	2/90	165/6656	0.6586286119183107	0.7799996061249066	0.7227761083042775	RHOH/VASP	2
GO:0034284	response to monosaccharide	1/90	79/6656	0.6610465109139536	0.7818555257785371	0.7244958712042111	RACK1	1
GO:0038061	NIK/NF-kappaB signaling	1/90	79/6656	0.6610465109139536	0.7818555257785371	0.7244958712042111	LAPTM5	1
GO:0002237	response to molecule of bacterial origin	2/90	166/6656	0.6618992475362545	0.7818578515241875	0.7244980263250304	MEF2C/JUND	2
GO:1901653	cellular response to peptide	2/90	166/6656	0.6618992475362545	0.7818578515241875	0.7244980263250304	ATP2B1/KLF2	2
GO:0051223	regulation of protein transport	3/90	250/6656	0.6634109432163732	0.7828078072879876	0.7253782900131517	RAB11FIP1/RACK1/BLK	3
GO:0044403	biological process involved in symbiotic interaction	2/90	167/6656	0.6651450888133044	0.7828078072879876	0.7253782900131517	PIKFYVE/VPS37B	2
GO:0006476	protein deacetylation	1/90	80/6656	0.6656847675686206	0.7828078072879876	0.7253782900131517	CAMK2D	1
GO:0030218	erythrocyte differentiation	1/90	80/6656	0.6656847675686206	0.7828078072879876	0.7253782900131517	KLF2	1
GO:0043405	regulation of MAP kinase activity	1/90	80/6656	0.6656847675686206	0.7828078072879876	0.7253782900131517	MEF2C	1
GO:0044409	entry into host	1/90	80/6656	0.6656847675686206	0.7828078072879876	0.7253782900131517	PIKFYVE	1
GO:0051053	negative regulation of DNA metabolic process	1/90	80/6656	0.6656847675686206	0.7828078072879876	0.7253782900131517	SMCHD1	1
GO:1904951	positive regulation of establishment of protein localization	2/90	168/6656	0.6683661999916322	0.785396027414118	0.7277766292629534	RACK1/BLK	2
GO:0071363	cellular response to growth factor stimulus	3/90	252/6656	0.6687403606654486	0.785396027414118	0.7277766292629534	MEF2C/USP8/RACK1	3
GO:0002705	positive regulation of leukocyte mediated immunity	1/90	81/6656	0.6702602497643053	0.7856749611395364	0.7280350994351812	FCER2	1
GO:0032204	regulation of telomere maintenance	1/90	81/6656	0.6702602497643053	0.7856749611395364	0.7280350994351812	NAF1	1
GO:2001252	positive regulation of chromosome organization	1/90	81/6656	0.6702602497643053	0.7856749611395364	0.7280350994351812	NAF1	1
GO:0001933	negative regulation of protein phosphorylation	2/90	169/6656	0.6715626480993668	0.786699902617359	0.7289848476232098	PARP14/RACK1	2
GO:0098813	nuclear chromosome segregation	2/90	170/6656	0.6747345028653049	0.7884515194717082	0.7306079597418383	CCNB1IP1/STAG3	2
GO:0008064	regulation of actin polymerization or depolymerization	1/90	82/6656	0.674773797676277	0.7884515194717082	0.7306079597418383	VASP	1
GO:0016358	dendrite development	1/90	82/6656	0.674773797676277	0.7884515194717082	0.7306079597418383	MEF2C	1
GO:0030832	regulation of actin filament length	1/90	82/6656	0.674773797676277	0.7884515194717082	0.7306079597418383	VASP	1
GO:0001906	cell killing	1/90	83/6656	0.6792262403609641	0.7896380960047136	0.7317074848723593	FCER2	1
GO:0007006	mitochondrial membrane organization	1/90	83/6656	0.6792262403609641	0.7896380960047136	0.7317074848723593	BCL2	1
GO:0009636	response to toxic substance	1/90	83/6656	0.6792262403609641	0.7896380960047136	0.7317074848723593	BCL2	1
